Master Index,before_after,date_diff,flight_length,label,label_grouped,rul_2d,rul_5d,rul_10d,split,number_flights_before
653,after,1,5285.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
655,after,5,7345.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
656,after,1,6563.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
657,after,4,5042.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
660,after,1,2270.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
661,after,3,8233.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
662,after,3,5351.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
663,before,-1,5173.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
666,after,3,9035.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
667,after,2,2143.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
669,before,0,294.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
671,after,1,9695.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
673,before,-1,4559.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
674,before,-1,5503.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
675,after,4,7531.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
676,before,-7,7124.0,intake gasket leak/damage,intake gasket leak/damage,1,1,0,val,3
678,before,-2,5144.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
681,after,4,6176.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
682,after,3,1773.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
684,after,2,4232.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
688,after,5,4977.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
689,before,0,574.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
690,after,2,7749.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
691,before,-2,216.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,0
693,after,1,4848.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
695,after,2,808.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
696,before,-2,6048.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,2
698,before,-4,124.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,3
702,before,-3,4027.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,2
703,before,-2,3753.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,3
704,after,1,5190.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
705,after,3,4726.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
706,after,1,1739.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
709,after,1,3545.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
710,after,1,4557.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
711,after,2,4650.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
712,after,4,13015.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
714,after,2,4745.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
715,after,1,5051.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
716,after,1,2876.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
717,before,0,3795.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
718,after,3,5708.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
719,after,1,6177.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
720,after,1,6929.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
722,after,1,5348.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
723,after,1,8593.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
728,after,4,3854.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
733,after,1,6181.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
735,before,-6,5492.0,intake gasket leak/damage,intake gasket leak/damage,1,1,0,test,3
736,before,-2,6728.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
739,after,3,5492.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
742,before,-1,5660.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
743,before,-1,4527.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,0
747,after,4,3873.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
748,before,-4,5522.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,val,4
749,before,-2,138.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
750,after,1,5518.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
751,after,1,4414.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
754,after,5,5073.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
755,after,1,5260.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
757,before,0,278.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
758,before,-1,4092.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
759,after,2,637.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
760,after,4,8555.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
761,after,1,9726.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
764,before,-1,5643.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,1
767,before,-3,8264.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,4
770,after,1,12849.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
771,after,1,9487.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
775,before,-2,4730.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
776,after,1,5181.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
777,before,-3,4989.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,2
778,before,-21,5003.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,2
780,after,1,4885.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
781,before,-1,10424.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
782,before,-2,2395.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
783,after,1,7187.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
785,before,-3,6082.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,val,3
787,after,4,4302.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
789,before,-5,5444.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,val,2
792,before,-2,3749.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
793,before,-1,5423.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
794,before,0,5927.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
795,before,0,4601.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
796,before,-6,714.0,intake gasket leak/damage,intake gasket leak/damage,1,1,0,val,4
799,before,-3,10270.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,2
803,after,1,2956.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
804,after,2,6192.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
807,after,1,8897.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
808,after,1,5177.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
809,before,-4,2162.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,0
810,before,-4,7079.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,4
812,before,-6,5449.0,intake gasket leak/damage,intake gasket leak/damage,1,1,0,val,4
813,before,0,5193.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
814,after,1,5866.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
815,after,4,8807.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
817,before,-2,2239.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,1
820,after,7,27253.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
821,before,0,419.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
823,after,1,8871.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
824,after,1,4930.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
826,after,1,6364.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
829,before,-1,6052.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,1
831,before,-1,7203.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
833,after,1,6060.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
834,after,1,4698.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
835,before,-1,5461.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
837,after,1,1446.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
838,before,0,629.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
839,after,2,9864.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
840,after,2,4586.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
843,after,1,7678.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
845,before,-1,4325.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
846,after,1,5945.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
847,after,2,6406.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
848,before,-1,5615.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,2
849,after,1,6386.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
851,after,1,6311.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
854,before,0,2676.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
855,after,2,8020.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
858,before,0,107.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
860,before,-1,5333.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
861,after,1,5803.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
863,after,1,5278.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
864,after,2,6706.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
865,after,5,10332.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
867,before,-1,12182.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
869,after,21,4527.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
870,before,-4,5757.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,3
873,after,1,4210.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
875,before,-1,4935.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,2
878,after,2,3419.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
880,after,4,3157.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
882,before,0,6022.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
884,before,-3,1539.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,4
886,before,0,434.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,0
891,before,0,1150.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
895,before,-2,5026.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
901,before,-1,7909.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
903,before,-1,5873.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
904,before,-5,699.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,val,3
909,before,-1,6239.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,1
911,after,1,5656.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
912,after,1,3485.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
916,before,-2,1679.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
917,before,-1,4527.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
921,after,1,2364.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
924,after,3,6713.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
926,after,1,4585.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
927,before,-1,4617.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
928,after,1,3194.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
929,after,1,8492.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
930,before,-1,4729.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
933,after,2,3995.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
934,before,-2,8004.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
940,after,1,3342.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
941,after,1,3236.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
942,after,3,5738.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
944,after,1,5741.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
945,after,1,4759.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
946,before,0,387.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
947,before,0,545.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
949,before,-1,5430.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
951,after,4,3122.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
952,before,0,901.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
957,before,-4,5815.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,test,4
961,before,-2,6536.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
963,before,0,5612.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
965,before,-2,5586.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
966,before,0,5897.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
968,before,-2,7408.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
969,after,1,7281.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
971,after,3,8978.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
973,before,-5,5070.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,2
974,before,-1,4885.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
976,after,2,5767.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
977,before,-3,5274.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,test,2
980,before,0,434.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
981,after,1,2799.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
985,after,1,4125.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
987,before,-1,6792.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
988,after,1,7135.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
990,after,3,5259.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
993,before,-6,5694.0,intake gasket leak/damage,intake gasket leak/damage,1,1,0,train,4
994,after,3,169.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
995,after,1,3484.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
996,after,1,4136.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
998,before,-6,4135.0,intake gasket leak/damage,intake gasket leak/damage,1,1,0,train,2
1004,before,-1,5456.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
1006,before,-2,4802.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
1009,after,3,4013.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
1012,before,-1,4556.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
1014,before,0,6222.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,0
1015,after,1,5179.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
1019,after,1,5383.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
1020,after,1,8262.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
1021,before,-3,4197.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,0
1022,after,5,5140.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
1024,after,3,5017.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
1028,before,-9,4402.0,intake gasket leak/damage,intake gasket leak/damage,1,1,0,test,4
1030,before,-1,4834.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
1032,before,-1,4042.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
1033,before,-1,7857.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
1035,after,3,4575.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
1036,before,-4,8522.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,test,4
1039,after,1,6704.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
